chapter,question,choice1,choice2,choice3,choice4,answer,explanation,explanation1,explanation2,explanation3,explanation4
1章：AI,【強化学習】について、以下の選択肢から不適切なものを選べ。,大量のラベル付きデータを用いて正解を学習する手法,試行錯誤により最適な行動を獲得する学習方式,エージェントが環境との相互作用を通じて報酬を最大化する手法,環境からの連続的なフィードバックで行動を改善する手法,1,強化学習は、環境との相互作用に基づいて学習するため、ラベル付きデータを用いる手法は教師あり学習の特徴となり不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【次元削減】について、以下の選択肢から不適切なものを選べ。,データの次元を増やして特徴を拡張する手法,データの本質的構造を保ちながら次元数を減らす手法,高次元データを低次元に変換し、主要情報を保持する技術,計算負荷を軽減するために次元数を削減する技術,1,次元削減は次元を減らす手法であり、次元を増やす手法は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【クラスタリング】について、以下の選択肢から不適切なものを選べ。,既存のラベルに基づいてデータを分類する手法,ラベルなしでデータをクラスタに分ける教師なし学習手法,データ間の類似性に基づいて自動的にグループ化する手法,類似したデータをまとめ、グループを形成する技術,1,クラスタリングはラベルなしでグループ化するため、既存のラベルに基づく分類は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【教師なし学習】について、以下の選択肢から不適切なものを選べ。,ラベル付きデータのみを使用して学習する手法,教師データなしでクラスタリングや次元削減を行う手法,ラベルのないデータからパターンや構造を抽出する手法,データの内在する特徴を自動的に見出す学習方法,1,教師なし学習はラベルなしデータを対象とするため、ラベル付きデータのみを使用する手法は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【教師あり学習】について、以下の選択肢から不適切なものを選べ。,ラベルのないデータのみを用いる手法,ラベル付きデータを利用して学習する方式,入力データと正解ラベルのペアを用いる手法,正解情報を参照してモデルを学習する方法,1,教師あり学習はラベル付きデータを使用するため、ラベルなしデータのみでは成立しません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【学習済みモデル】について、以下の選択肢から不適切なものを選べ。,まだ学習が始まっていない初期状態のモデル,既に訓練が終了し、運用可能なモデル,特定タスクに対して十分な学習が完了したモデル,テストや運用に利用可能な学習済みのモデル,1,学習済みモデルとは、既に学習が完了したモデルを指すため、初期状態のモデルは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【機械学習】について、以下の選択肢から不適切なものを選べ。,人間が手作業でルールをプログラムする手法,アルゴリズムを用いてデータから知識を抽出する手法,データからパターンを自動的に学習する技術,学習データをもとにモデルのパラメータを最適化する技術,1,機械学習はデータから自動的に学習する技術であり、人手によるルールプログラミングはルールベースの手法であるため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【ルールベース】について、以下の選択肢から不適切なものを選べ。,データから自動的に規則を抽出して学習する手法,専門家の知識を規則化して問題解決に用いる手法,あらかじめ定義されたif-thenルールに基づくシステム,明示的なルールに従って意思決定を行うシステム,1,ルールベースは、事前に定義された規則に基づくものであり、データから自動抽出する手法は機械学習の説明となるため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【ダートマス会議】について、以下の選択肢から不適切なものを選べ。,1960年代に開催され、エキスパートシステムの発展に寄与した会議,人工知能研究の始まりとされる歴史的な会議,1956年に開催され、AIという用語が初めて用いられた会議,AIの基礎を築いた重要な会議,1,ダートマス会議は1956年に開催され、1960年代の会議は該当しません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【AI（人工知能）】について、以下の選択肢から不適切なものを選べ。,単なる高速なデータ処理技術,複雑な知的プロセスをコンピュータで実現する技術,人間の知的活動を模倣する技術,様々なアルゴリズムによって知能を実現する技術,1,AIは知的活動を再現する技術であり、単なるデータ処理は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【AGI（強いAI）】について、以下の選択肢から不適切なものを選べ。,特定のタスクに限定された能力のみを持つAI,様々なタスクに柔軟に対応できる人工知能,人間と同等またはそれ以上の汎用的知能を持つAI,理論上、広範な知的活動が可能なAI,1,AGIは汎用人工知能であり、特定のタスクに限定された能力は弱いAI（ANI）の説明となります。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【ANI（弱いAI）】について、以下の選択肢から不適切なものを選べ。,あらゆるタスクに対応可能な汎用人工知能,狭い領域に特化した人工知能システム,特定のタスクに限定された能力を持つ実用的なAI,限定された機能に基づくAIシステム,1,ANIは特定のタスクに特化するものであり、あらゆるタスクに対応可能なのはAGIの定義です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【特徴量】について、以下の選択肢から不適切なものを選べ。,データの保存形式やファイル形式を示す情報,学習に用いるためのデータの有用な情報の表現,データの特性を数値的に表現した学習モデルの入力属性,数値化されたデータの特徴で、予測に寄与する要素,1,特徴量は学習モデルの入力となる情報であり、保存形式は含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【ビッグデータ】について、以下の選択肢から不適切なものを選べ。,小規模で整然としたデータ集合,Volume、Variety、Velocityの3Vで特徴付けられるデータ群,従来の手法では処理が困難な大規模かつ多様なデータ群,高速処理が求められる膨大なデータ,1,ビッグデータは大規模かつ多様なデータであり、小規模なデータ集合は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【第三次AIブーム】について、以下の選択肢から不適切なものを選べ。,エキスパートシステムが主流だった時代,ビッグデータと高性能計算資源の普及により注目された時期,ディープラーニングの進展によりAIが急速に発展した時期,現代の技術革新により再興されたAIブーム,1,第三次AIブームは現代のディープラーニング・ビッグデータの普及によるものであり、エキスパートシステムは第二次AIブームの特徴です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【AIの冬】について、以下の選択肢から不適切なものを選べ。,AI技術が急速に進展し、成果が上がった時期,技術的限界によりAI研究が低迷した期間,AI研究への投資が大幅に減少し、開発が停滞した時期,研究投資や関心が低下した時期,1,AIの冬は、投資や研究活動が低迷した期間であり、急速な進展は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【エキスパートシステム】について、以下の選択肢から不適切なものを選べ。,大量のデータから自動的に知識を抽出するシステム,あらかじめ定義されたルールに基づき問題解決を行うシステム,専門家の知識をif-thenルールとして実装したシステム,知識工学の成果を応用したシステム,1,エキスパートシステムは専門家が定義したルールに基づくものであり、大量データから自動抽出する手法は機械学習の特徴となります。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【第二次AIブーム】について、以下の選択肢から不適切なものを選べ。,ディープラーニングにより再興した現代のAIブーム,知識工学の発展により実用的なAIが構築された時期,1980年代にエキスパートシステムが注目された時期,実用的なAIシステムの発展期,1,第二次AIブームは1980年代のエキスパートシステムの時代であり、ディープラーニングによる現代のブームは第三次に該当します。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【推論】について、以下の選択肢から不適切なものを選べ。,入力データを単に保存・転送するプロセス,論理的思考プロセスを模倣する手法,既知の情報や規則から新たな結論を導く過程,知識に基づいて未知の事実を推測する過程,1,推論は新たな結論を導く過程であり、入力データを単に保存・転送するプロセスは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【探索】について、以下の選択肢から不適切なものを選べ。,データベース内の単純な情報検索を行うプロセス,最適解を見つけるための戦略的な調査方法,問題解決のために選択肢を体系的に検討するプロセス,広範囲に解を検討し最適解を導出する手法,1,探索は問題解決のための戦略的検討であり、単なる情報検索は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【第一次AIブーム】について、以下の選択肢から不適切なものを選べ。,1980年代にエキスパートシステムが主流だった時代,探索と推論を中心とした初期AI研究の時期,1950年代後半～1960年代初頭の初期AI研究の盛り上がり,人工知能が初めて注目された時期,1,第一次AIブームは初期の盛り上がりを示すものであり、1980年代は第二次AIブームに該当するため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【AI効果】について、以下の選択肢から不適切なものを選べ。,AI技術が急速に進歩し、性能が劇的に向上する現象,AIの成果が当たり前と認識される現象,AI技術が普及することでその革新性が評価されなくなる現象,普及により革新性が埋もれてしまう現象,1,AI効果は普及により革新性が見過ごされる現象であり、急速な進歩は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【2045年問題】について、以下の選択肢から不適切なものを選べ。,地球温暖化の臨界点を示す環境問題,技術的特異点の到来時期に関する議論,レイ・カーツワイルが予測したシンギュラリティ到来の時期,未来技術の進展に関する予測の一環,1,2045年問題はシンギュラリティに関連するものであり、環境問題の説明は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【レイ・カーツワイル】について、以下の選択肢から不適切なものを選べ。,コンピュータのハードウェア設計を行う技術者,技術の急速な進展を予測する未来学者,シンギュラリティ到来を2045年と予測した未来学者,人工知能の将来に関する理論を提唱した人物,1,レイ・カーツワイルは未来学者であり、ハードウェア設計者ではありません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【ヴァーナー・ヴィンジ】について、以下の選択肢から不適切なものを選べ。,ディープラーニングの実用化に貢献した研究者,技術的特異点の概念を広めた人物,シンギュラリティの概念を提唱したSF作家・研究者,未来の技術進展に関する理論を提唱した人物,1,ヴァーナー・ヴィンジはシンギュラリティの概念普及に寄与しましたが、ディープラーニングの実用化には直接関与していません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
1章：AI,【シンギュラリティ】について、以下の選択肢から不適切なものを選べ。,コンピュータの処理速度が物理的限界に達する現象,人工知能が人間を凌駕する未来の状態,AIが人間の知能を超え、急激な技術革新が起こる転換点,予測不可能な技術進展が始まる未来の転換期,1,シンギュラリティは知能の超越と技術革新を示すものであり、処理速度の物理的限界は含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【ALBERT】について、以下の選択肢から不適切なものを選べ。,画像認識に特化した軽量モデル,軽量ながらBERTと同等の性能を維持するモデル,BERTモデルのパラメータを削減し、計算効率を向上させた言語モデル,自然言語処理において効率的な学習を可能にするモデル,1,ALBERTは言語モデルであり、画像認識に特化したモデルは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【RoBERTa】について、以下の選択肢から不適切なものを選べ。,ルールベースの言語解析を行うモデル,BERTの学習プロセスを最適化した言語モデル,BERTの事前学習手法を改良して性能向上を図ったモデル,自然言語処理で高い精度を実現する改良版BERT,1,RoBERTaはBERTの改良版であり、ルールベースの解析は行いません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【NSP】について、以下の選択肢から不適切なものを選べ。,文中の単語をマスクして予測するタスク,文章間の関係性を学習するためのタスク,二つの文が連続しているか否かを判断するタスク,BERTの事前学習タスクの一つとして連続性を検証する,1,NSPは文章間の連続性を判断するタスクであり、文中の単語マスクはMLMのタスクです。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【MLM】について、以下の選択肢から不適切なものを選べ。,文中の単語の出現頻度を直接計算するタスク,マスクされた単語を補完し文脈を学習する手法,文章中の一部単語をマスクし、その単語を予測するタスク,BERTの事前学習で用いられるタスクの一つ,1,MLMはマスクされた単語の予測が目的であり、出現頻度を直接計算するタスクは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【BERTモデル】について、以下の選択肢から不適切なものを選べ。,単方向の文脈のみを考慮するモデル,事前学習により文脈理解を実現するモデル,Transformerのエンコーダを用い、双方向の文脈を考慮する言語モデル,自然言語処理で高い精度を発揮するモデル,1,BERTモデルは双方向性が特徴であり、単方向の文脈のみを考慮するのは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Open AI】について、以下の選択肢から不適切なものを選べ。,Googleの親会社,先進的な言語モデルで知られる企業,GPTシリーズやChatGPTを開発したAI研究企業,人工知能研究において革新的な成果を上げる企業,1,Open AIは独立したAI研究企業であり、Googleの親会社ではありません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【GPTモデル】について、以下の選択肢から不適切なものを選べ。,画像認識を主とするモデル,自然な文章生成を可能にするモデル,Transformerのデコーダを基盤とした大規模言語モデル,多様な言語タスクに高い性能を発揮するモデル,1,GPTモデルは自然言語処理用であり、画像認識を主とするのは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【アーキテクチャ】について、以下の選択肢から不適切なものを選べ。,具体的なプログラムコードの実装方法,構成要素とその相互関係を示す設計思想,システムやモデルの基本設計・構造を定義する概念,全体の設計の枠組みを表す概念,1,アーキテクチャは抽象的な設計概念であり、具体的なプログラムコードの実装方法は含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【位置エンコーディング】について、以下の選択肢から不適切なものを選べ。,画像の圧縮技術の一種,各要素の位置情報を表現するエンコーディング手法,系列データの順序情報を数値ベクトルに変換する技術,Transformerで用いられる位置情報保持の技術,1,位置エンコーディングは系列データ向けの技術であり、画像圧縮技術は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Attention Mechanism】について、以下の選択肢から不適切なものを選べ。,全入力に均一な重みを与える手法,文脈を強調するために重要な特徴に注意を向ける手法,入力データ中の重要な部分に重点を置く機構,注意機構により情報の重要度を動的に評価する方法,1,Attention Mechanismは動的に重み付けを行うため、全入力に均一な重みを与えるのは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【self-attention】について、以下の選択肢から不適切なものを選べ。,外部系列との関連性を計算する手法,自己注意機構により各要素の重要度を評価する方法,同一系列内の要素間の関係を動的に計算する手法,内部の相互依存関係を学習するプロセス,1,self-attentionは同一系列内での計算が対象であり、外部系列との関連性は対象外です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Transformerモデル】について、以下の選択肢から不適切なものを選べ。,再帰型ニューラルネットワークを基盤とするモデル,非再帰型で大量データを効率的に処理できるモデル,self-attentionを中核とする並列処理が可能なアーキテクチャ,自然言語処理で広く利用される革新的なモデル,1,Transformerモデルは再帰型ではなく、self-attentionに基づく非再帰型モデルです。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【LSTM】について、以下の選択肢から不適切なものを選べ。,単純なフィードフォワードネットワークであるモデル,長期記憶と短期記憶を管理するモデル,内部にゲート機構を持ち長期依存性を学習するRNNの一種,勾配消失問題を改善するためのRNN,1,LSTMはRNNの一種であり、単純なフィードフォワードネットワークではありません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【シーケンスデータ】について、以下の選択肢から不適切なものを選べ。,順序に依存しない独立したデータ点の集合,順序情報が重要なデータの集合,時系列や文脈を持つ連続的なデータ列,時間的連続性を持つデータ群,1,シーケンスデータは順序情報が重要な連続データであり、独立したデータ点の集合は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【隠れ層】について、以下の選択肢から不適切なものを選べ。,外部データとの通信を担当する層,中間層としてデータの変換を担う層,入力層と出力層の間で特徴抽出を行う層,ニューラルネットワーク内部で抽象的特徴を学習する層,1,隠れ層は内部処理専用であり、外部との通信を担当するのは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【RNN】について、以下の選択肢から不適切なものを選べ。,入力データを一方向にのみ伝達する単純なフィードフォワードネットワーク,時系列データを順次処理するニューラルネットワーク,内部に循環構造を持ち、過去情報を保持するモデル,過去の情報を活用して次の値を予測するモデル,1,RNNは循環構造を持つため、単純なフィードフォワードネットワークは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【識別器】について、以下の選択肢から不適切なものを選べ。,新しいデータサンプルを生成するモデル,データの真偽を判定するための分類器,入力データを解析して特定のカテゴリーに分類するモデル,データを区別する役割を持つモデル,1,識別器は分類や判別を行うものであり、生成は生成機の役割となるため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【生成機】について、以下の選択肢から不適切なものを選べ。,入力データを分類するためのモデル,新しいサンプルを自律的に生成する生成モデル,学習したデータ分布に基づき新たなデータを生成するモデル,生成器として偽データを作り出す手法,1,生成機はデータ生成が目的であり、入力データの分類は識別器の役割となるため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【GAN】について、以下の選択肢から不適切なものを選べ。,生成機と識別器が協力して学習するモデル,敵対的学習により本物に近いデータを生成する手法,生成機と識別器が対立しながら学習するモデル,互いに競い合うことで性能向上を図るモデル,1,GANは生成機と識別器が敵対的に学習するため、協力するという記述は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【潜在ベクトル】について、以下の選択肢から不適切なものを選べ。,物理的な位置情報を示すベクトル,データの本質的な特徴を抽出した低次元表現,高次元データの特徴を低次元に圧縮して表現するベクトル,生成モデルで新たなデータ生成に利用される表現,1,潜在ベクトルはデータの圧縮表現であり、物理的な位置情報は該当しません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【デコーダ】について、以下の選択肢から不適切なものを選べ。,入力データを低次元表現に変換する部分,圧縮された情報を元に戻す役割を担う部分,潜在表現から元のデータ形式へ再構成する部分,生成モデルにおける再構成プロセス,1,デコーダは再構成を行うものであり、入力データを低次元表現に変換するのはエンコーダの役割です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【エンコーダ】について、以下の選択肢から不適切なものを選べ。,潜在表現から元のデータ形式へ再構成する部分,データの特徴を圧縮して抽出する処理,入力データを低次元の潜在表現に変換する部分,情報抽出のための前処理部分,1,エンコーダは入力を潜在表現に変換するものであり、再構成はデコーダの役割です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【ノイズ】について、以下の選択肢から不適切なものを選べ。,データの主要な特徴,データ処理を促進するための必要な変動,データ中に含まれる不要な変動や外乱,モデルの性能に悪影響を与える要因,1,ノイズは不要な変動を指し、有用な信号ではありません。,③ 不適切。,② は正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【VAE】について、以下の選択肢から不適切なものを選べ。,決定論的にデータを圧縮・再構成するモデル,再構成と生成を確率的に行う自己符号化器,入力データの潜在分布を確率的に学習する生成モデル,確率的手法で潜在表現を学習するモデル,1,VAEは確率的手法を用いる生成モデルであり、決定論的なモデルは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【畳み込み】について、以下の選択肢から不適切なものを選べ。,データ全体を単純に平均化する操作,画像の特徴抽出に重要な役割を持つ演算,フィルタを用いて入力データから局所的特徴を抽出する数学的操作,畳み込み演算で局所情報を強調する手法,1,畳み込みは局所的特徴抽出を目的としているため、全体の平均化は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【自己回帰モデル】について、以下の選択肢から不適切なものを選べ。,過去のデータを無視してランダムに出力を生成するモデル,時系列において前の値から未来の値を予測する手法,過去の出力を用いて次の出力を予測するモデル,入力系列の自己相関を利用して未来を予測するモデル,1,自己回帰モデルは過去の情報を利用するため、ランダム生成は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【制約付きボルツマンマシン】について、以下の選択肢から不適切なものを選べ。,決定論的な分類器として動作するモデル,エネルギー関数の最小化を通じて確率的に学習する手法,可視層と隠れ層の二層構造を持つ生成モデル,確率的にデータの特徴を学習する手法,1,制約付きボルツマンマシンは確率的生成モデルであり、決定論的分類器は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【ボルツマンマシン】について、以下の選択肢から不適切なものを選べ。,決定論的に動作する従来のニューラルネットワーク,確率的に動作してデータ分布を学習する手法,エネルギー関数の最小化により確率的に学習するネットワーク,学習にエネルギー最小化を用いる確率モデル,1,ボルツマンマシンは確率的モデルであり、決定論的に動作するものは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【生成AI】について、以下の選択肢から不適切なものを選べ。,既存データを単に分類するシステム,テキスト、画像、音声などを生成する能力を持つシステム,新たなコンテンツを自律的に生成するAIシステム,創造的なコンテンツ生成を可能にする技術,1,生成AIは新規コンテンツ生成が目的であり、既存データの分類は識別器の役割です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Top-p】について、以下の選択肢から不適切なものを選べ。,プログラムの実行速度を決定するパラメータ,累積確率がpになる単語候補のみを採用する手法,生成時の出力多様性を制御する確率的サンプリングパラメータ,出力の創造性と一貫性のバランスを調整する指標,1,Top-pは出力の多様性を制御するためのパラメータであり、実行速度とは無関係です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【ハイパーパラメータ】について、以下の選択肢から不適切なものを選べ。,プログラムコードそのものに関する設定,外部から設定される学習プロセスの制御値,モデルの学習や推論時に設定される調整可能なパラメータ,学習率、層数、バッチサイズなどの値,1,ハイパーパラメータは学習の制御値であり、プログラムコードそのものに関する設定は含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【プレトレーニング】について、以下の選択肢から不適切なものを選べ。,実際のタスクに取り組む直前の学習,タスク前に行われる事前学習プロセス,大規模データセットで基礎知識を事前学習する過程,モデルの初期知識を構築する大規模学習,1,プレトレーニングはタスクに入る前の事前学習であり、直前の学習（ファインチューニング）は含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【n-gramモデル】について、以下の選択肢から不適切なものを選べ。,画像中のピクセル群の出現頻度を予測するモデル,過去n-1単語から次の単語の確率を計算する手法,連続するn個の単語の出現確率を用いて次の単語を予測するモデル,統計的手法で単語列の確率を算出するモデル,1,n-gramモデルは言語モデルであり、画像中のピクセル群の出現頻度を予測するモデルは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Temperature】について、以下の選択肢から不適切なものを選べ。,システムの動作温度を示す物理的な指標,出力の多様性と創造性のバランスを制御する指標,生成モデルの出力確率分布の平滑さを調整するパラメータ,生成テキストの予測性を調整するためのパラメータ,1,Temperatureは生成出力の調整パラメータであり、物理的な温度の指標ではありません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【ニューラル言語モデル】について、以下の選択肢から不適切なものを選べ。,統計的手法のみで構成される古典的な言語モデル,ディープラーニング技術を用いて自然言語を処理するモデル,ニューラルネットワークを基盤とした文脈や意味を学習するモデル,現代の言語理解を実現するニューラルベースのモデル,1,ニューラル言語モデルはニューラルネットワークを利用するものであり、統計的手法のみのモデルは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【プロンプト】について、以下の選択肢から不適切なものを選べ。,プログラムの実装コードそのもの,タスクの意図を伝えるための文章,AIモデルに対する指示や質問の入力テキスト,具体的な操作要求を含むテキスト,1,プロンプトはAIへの指示や質問を記述するものであり、実装コードは含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Few-Shotプロンプティング】について、以下の選択肢から不適切なものを選べ。,大量の例示を用いる手法,例示により望ましい出力形式を提示する方法,少数の具体例を示してAIの動作を誘導する手法,限られた例示でタスクの意図を伝える方法,1,Few-Shotプロンプティングは少数の例示で行うため、大量の例示を用いるのは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Zero-Shotプロンプティング】について、以下の選択肢から不適切なものを選べ。,大量の具体例を用いる手法,例示なしでAIに直接指示を与える方法,事前の例示なしで直接タスクを指示する手法,例示を行わずタスク要求を直接伝える方法,1,Zero-Shotプロンプティングは例示を行わずに指示する手法であり、大量の例示は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Output Indicator】について、以下の選択肢から不適切なものを選べ。,入力データの形式を指定する指示子,出力結果の形式を明示するパラメータ,AIの出力形式やスタイルを指定する指示子,生成されるテキストの構造を制御する手法,1,Output Indicatorは出力に関する指示子であり、入力形式の指定は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Input Data】について、以下の選択肢から不適切なものを選べ。,生成された出力データ,モデルに与えられる生データ,AIモデルが処理するための具体的な入力情報,AIが解析するための入力情報,1,Input DataはAIに供給される入力情報であり、生成された出力は含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
2章：生成AI,【Context】について、以下の選択肢から不適切なものを選べ。,システムの内部設定情報,プロンプト理解を補完する補助情報,AIが適切な応答を生成するための背景情報や文脈,会話の流れを理解するための関連情報,1,Contextは背景情報や文脈を意味し、システム内部の設定情報は含まれないため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【Luma Dream Machine】について、以下の選択肢から不適切なものを選べ。,テキスト生成に特化したAIシステム,動画生成に特化したAIシステム,AIを用いて高品質な動画コンテンツを生成するサービス,映像コンテンツの自動生成を可能にするサービス,1,Luma Dream Machineは動画生成が目的であり、テキスト生成に特化しているのは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【Runway Gen-3】について、以下の選択肢から不適切なものを選べ。,画像編集に特化したソフトウェア,自然言語指示から動画を自動生成するシステム,テキスト入力から動画を生成する先進的なAIツール,動画生成を実現する革新的なAIプラットフォーム,1,Runway Gen-3はテキストから動画生成を目的としており、画像編集に特化したソフトウェアは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【Sora】について、以下の選択肢から不適切なものを選べ。,データベース,画像認識専用のAIシステム,OpenAIが開発したテキストから高品質な動画を生成するAIモデル,検索エンジン,1,Soraは動画生成に特化したAIモデルであり、画像認識専用のシステムは不適切です。,③ は正しいです。,② 不適切。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【Gemini】について、以下の選択肢から不適切なものを選べ。,単一のテキスト生成に限定されたモデル,テキスト、画像、音声など複数のモダリティを統合するモデル,Googleが開発したマルチモーダルAIモデル,最新技術を用いて多様な情報を統合する人工知能,1,Geminiはマルチモーダルなモデルであり、単一のテキスト生成に限定されるのは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【ユーザエクスペリエンス】について、以下の選択肢から不適切なものを選べ。,システムの技術的性能やスペック,ユーザーが感じる利用時の満足度や印象,製品やサービス利用時に得られる総合的な体験や感情,直感的な操作性や使用感,1,ユーザエクスペリエンスは利用者の体験や感情を示すもので、システムの技術的性能やスペックは含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【リマスタリング】について、以下の選択肢から不適切なものを選べ。,新規コンテンツを自動生成するプロセス,映像や音声の品質を向上させるプロセス,既存コンテンツを最新技術で改善する処理,古いコンテンツを再加工して高品質化する手法,1,リマスタリングは既存コンテンツの品質向上を目的としており、新規生成は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
